Feature.ID	p.value	rab.all	rab.win.0	rab.win.1	diff.btw	diff.win	effect	overlap	Taxon	Confidence
395aaf9ce19c0be1ffc147f3517ccbe7	2.3189607023184773e-4	1.6312925906723343	-0.3270766871745501	7.779290998543511	7.251925781287391	5.378322175193933	1.2423470300728547	0.12217556782158276	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Ellin5290; f__; g__; s__	0.7964665745972187
1f29c277b56c9295a0d10ffdddef0d23	0.016753507384881006	2.0241153671848533	-0.016479997193279416	7.191982217886479	6.294480307825752	5.762872155637966	0.9884366154052673	0.14397120816523876	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__	0.9469293819490813
25f3134b13631b67ddce97dfda034875	0.02739227327894865	2.9109208359932888	7.407089326145857	0.4915415476935774	-6.125803364422838	5.7196594129283005	-0.9777726696518356	0.13940000250484194	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111	0.8486569042452872
3547e46e62e188e1eb53c9975ecd7ed6	0.03421598867328291	1.101002344463712	-0.44561341334257065	6.2506508858439425	5.496674883887378	5.211742110062345	0.9526797712242787	0.17436512885881061	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae	0.9979128200928243
d562700a236080e257942adecb53cd35	1.4770429548556014e-8	8.002838251962682	8.780924606853524	1.0332349143676378	-7.881416559136542	5.075375329914706	-1.3091292506377812	0.07880000483533818	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales	0.9269731471783359
801c79c95f4eeedf62d3d9c33aa341e8	0.0077013827026058065	2.1909923687110338	6.806631468238408	0.07998323262245144	-6.222247002815268	5.591766355413776	-1.0203547623861584	0.18316336909056719	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae	0.8694551401328621
d76c23e6cb921510b9362c331d37b235	0.0017017946837099881	7.759664629945224	5.268874939539938	8.51695605169506	2.8389664294852732	5.510749698837711	0.8012143887995742	0.1085782877118421	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__; s__	0.7347654652082954
c9ccf70ab2fa46fc47a29e0f2c53b411	5.81226985032788e-4	1.576178529257497	-0.43631665869802916	6.352607608043776	6.139853634498178	4.468201948408005	1.294203531048042	0.10517896770161948	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae	0.9645742531222786
2a6cd7b683e421b68b13e84498e8a70b	1.9805499591447235e-7	2.397784372391115	7.970136489793603	-0.24403053977469824	-7.837294703605607	3.549801222796198	-2.079156130745335	0.0551889693135257	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Ellin5301; g__; s__	0.9709699588324784
29375a4ee7b394dcb5ab382e0673a181	0.009357284777723152	8.374450818668128	8.672960409498867	8.048096143519244	-0.9268742932417311	5.066567015969862	-0.5753798166826973	0.1708000019370079	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes	0.9569709928633766
